date,subdistrict,latitude,longitude,total_report,rainfall
2024-07-17,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-07-18,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,7.0
2024-07-19,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,1.0
2024-07-20,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,27.0
2024-07-21,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,26.0
2024-07-22,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.5
2024-07-23,กระทุ่มราย,13.825803252293898,100.8915794082461,8.0,48.0
2024-07-24,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-07-25,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-07-26,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.5
2024-07-27,กระทุ่มราย,13.825803252293898,100.8915794082461,6.0,86.0
2024-07-28,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,6.0
2024-07-29,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,39.5
2024-07-30,กระทุ่มราย,13.825803252293898,100.8915794082461,9.0,2.0
2024-07-31,กระทุ่มราย,13.825803252293898,100.8915794082461,6.0,17.5
2024-08-01,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-08-02,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-08-03,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-08-04,กระทุ่มราย,13.825803252293898,100.8915794082461,9.0,0.0
2024-08-05,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-08-06,กระทุ่มราย,13.825803252293898,100.8915794082461,7.0,0.5
2024-08-07,กระทุ่มราย,13.825803252293898,100.8915794082461,8.0,0.0
2024-08-08,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.5
2024-08-09,กระทุ่มราย,13.825803252293898,100.8915794082461,9.0,1.5
2024-08-10,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,25.5
2024-08-11,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-08-12,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-08-13,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-08-14,กระทุ่มราย,13.825803252293898,100.8915794082461,7.0,0.0
2024-08-15,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-08-16,กระทุ่มราย,13.825803252293898,100.8915794082461,6.0,0.0
2024-08-17,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,1.0
2024-08-18,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,9.5
2024-08-19,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-08-20,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,2.0
2024-08-21,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,8.5
2024-08-22,กระทุ่มราย,13.825803252293898,100.8915794082461,11.0,18.0
2024-08-23,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,22.0
2024-08-24,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-08-25,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-08-26,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-08-27,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-08-28,กระทุ่มราย,13.825803252293898,100.8915794082461,7.0,5.5
2024-08-29,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-08-30,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-08-31,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-09-01,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-09-02,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-09-03,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-09-04,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-09-05,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-09-06,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-09-07,กระทุ่มราย,13.825803252293898,100.8915794082461,8.0,58.0
2024-09-08,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-09-09,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.5
2024-09-10,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,1.0
2024-09-11,กระทุ่มราย,13.825803252293898,100.8915794082461,6.0,0.0
2024-09-12,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-09-13,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-09-14,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,17.5
2024-09-15,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,11.0
2024-09-16,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-09-17,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,12.5
2024-09-18,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,11.0
2024-09-19,กระทุ่มราย,13.825803252293898,100.8915794082461,8.0,0.0
2024-09-20,กระทุ่มราย,13.825803252293898,100.8915794082461,12.0,25.5
2024-09-21,กระทุ่มราย,13.825803252293898,100.8915794082461,9.0,20.5
2024-09-22,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,7.5
2024-09-23,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,4.0
2024-09-24,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,15.0
2024-09-25,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,1.5
2024-09-26,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-09-27,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-09-28,กระทุ่มราย,13.825803252293898,100.8915794082461,9.0,3.0
2024-09-29,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-09-30,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,14.0
2024-10-01,กระทุ่มราย,13.825803252293898,100.8915794082461,6.0,0.0
2024-10-02,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-10-03,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-10-04,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-10-05,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-10-06,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-10-07,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.5
2024-10-08,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,1.0
2024-10-09,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,41.5
2024-10-10,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-10-11,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-10-12,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-10-13,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-10-14,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-10-15,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-10-16,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,1.5
2024-10-17,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-10-18,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,99.0
2024-10-19,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,6.0
2024-10-20,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,1.5
2024-10-21,กระทุ่มราย,13.825803252293898,100.8915794082461,6.0,0.0
2024-10-22,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,1.5
2024-10-23,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,11.0
2024-10-24,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-10-25,กระทุ่มราย,13.825803252293898,100.8915794082461,7.0,0.0
2024-10-26,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-10-27,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-10-28,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.5
2024-10-29,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-10-30,กระทุ่มราย,13.825803252293898,100.8915794082461,8.0,24.5
2024-10-31,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-11-01,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-11-02,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-11-03,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-11-04,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-11-05,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,5.0
2024-11-06,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-11-07,กระทุ่มราย,13.825803252293898,100.8915794082461,7.0,8.0
2024-11-08,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-11-09,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-11-10,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-11-11,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-11-12,กระทุ่มราย,13.825803252293898,100.8915794082461,8.0,0.0
2024-11-13,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-11-14,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-11-15,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,1.0
2024-11-16,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.5
2024-11-17,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,3.5
2024-11-18,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.5
2024-11-19,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-11-20,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-11-21,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.5
2024-11-22,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-11-23,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-11-24,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-11-25,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-11-26,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-11-27,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-11-28,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-11-29,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-11-30,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-12-01,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-12-02,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-12-03,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,2.0
2024-12-04,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,1.0
2024-12-05,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
